timetocompletesurvey,Pseudonym,Geschlecht,Alter,Familienstand,Kinder,AnzahlKinder,keins,ImChoraktiv,PrivaterMusikunterricht,Stdgehört7TageHerkömmli,Stdgehört7TagePhysische,Stdgehört7TageAufIhren,Stdgehört7TageKostenlos,Stdgehört7Tagekostenpfl,Stdgehört7TageOnlineRa,Stdgehört7TageLiveMusi,WennichMusikhöremacheichni,AktiveSuchenachneuerMusik,Musikistmirimmeretwaswert,CDAlbenAusgaben30Tage,CDSinglesAusgaben30Tage,MusikDVDsBluRaysAusgaben3,VinylAlbenAusgaben30Tage,KostenpflichtigedigitaleAlbum,KostenpflichtigedigitaleTrack,DigitaleMusikAboServicesPau,SonstigedigitaleMusikAboServ,Warumamhäufigstengekauft,datetimeofsurveystart,dateoflastaccess,panel,Bildung,Beschäftigung,Haushaltseinkommen,No_Mainstream_7Likert,KonzerteLiveMusikEventsAus,FestivalsLiveMusikEventsAu,ClubKonzerteLiveMusikEvents,DeluxeBoxenMusikproduktMer,Livestream_WTP
417,3323972571520,männlich,44,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,10,10,0,0,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,3.501 Euro bis 4.000 Euro,4,0,0,0,0,
2007,3487009227840,männlich,33,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Nein,0,0,2,0,20,3,0,1,Ja,4,0,0,0,0,0,0,10,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,3.001 Euro bis 3.500 Euro,7,0,0,,,
1396,3646437259200,männlich,27,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,2,0,10,0,10,2,0,3,Ja,7,,,,,,,5,,Atmosphäre,2019-01-30,2019-01-30,2,Fachhochschulreife,Studierende/r,501 Euro bis 1.000 Euro,6,90,,,,
1049,3891266179920,männlich,57,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Ja,Ja,15,0,0,3,0,10,0,1,Nein,3,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Fachhochschulreife,Hausmann / Hausfrau,weniger als 500 Euro,3,0,0,0,0,
1057,3406959835600,männlich,26,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,6,2,8,0,0,6,0,2,Nein,4,16,0,0,0,,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Studierende/r,weniger als 500 Euro,5,80,0,0,0,
1019,3732901387680,weiblich,64,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,5,2,0,0,0,0,0,2,Nein,6,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Sonstiges,1.501 Euro bis 2.000 Euro,4,20,0,0,0,
883,3987714683600,männlich,55,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,21,7,6,2,3,14,2,6,Ja,7,50,30,60,0,20,20,15,15,Soundqualität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,2,0,0,0,0,
933,3404601275520,männlich,39,allein lebend,nein,,quoted,Ja,Nein,3,0,0,0,0,0,0,4,Nein,2,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Bachelor,Selbständige/r,2.001 Euro bis 2.500 Euro,7,0,0,0,0,
1213,3328143475600,männlich,49,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,7,3,0,0,0,0,0,5,Nein,4,30,15,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Hauptschulabschluss,Sonstiges,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
741,3859142507760,männlich,32,allein lebend,nein,,quoted,Nein,Nein,1,0,5,5,0,0,0,3,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Hauptschulabschluss,ohne Beschäftigung,501 Euro bis 1.000 Euro,6,0,0,0,0,
576,3373931195360,männlich,45,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,1,3,2,0,0,0,0,3,Nein,6,0,0,30,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,3.001 Euro bis 3.500 Euro,4,0,0,0,0,
814,3812470755200,männlich,62,allein lebend,ja,5,quoted,Nein,Nein,0,0,15,5,0,0,0,2,Ja,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
631,3531497691680,männlich,70,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,7,0,0,0,0,0,0,1,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Sonstiges,2.501 Euro bis 3.000 Euro,1,0,0,0,0,
798,3423348499600,männlich,25,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Ja,Nein,2,5,10,0,0,0,0,4,Ja,5,25,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Abitur,Studierende/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,
1648,3328944163200,männlich,42,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,1,0,1,2,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,
1043,3372080083520,männlich,47,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,1,0,0,1,1,5,0,4,Ja,4,0,0,0,0,0,0,8,0,Sonstiges,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.001 Euro bis 3.500 Euro,5,0,0,0,0,
949,3407758171920,männlich,38,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Nein,0,20,0,0,10,0,0,5,Ja,7,0,0,0,250,0,0,3,0,Atmosphäre,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,
878,3339423139440,männlich,58,allein lebend,nein,,not quoted,Nein,Ja,35,5,2,0,0,0,0,3,Nein,3,0,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,
1016,4018109219600,männlich,44,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,7,1,2,0,0,0,0,4,Nein,5,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,501 Euro bis 1.000 Euro,4,0,0,0,0,
819,3337305347200,weiblich,55,allein lebend,ja,3,quoted,Nein,Nein,0,0,0,0,10,0,0,2,Nein,3,0,0,0,0,0,0,0,0,Flexibilität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,2,0,0,0,0,
1161,3974527307520,weiblich,29,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Nein,14,0,20,0,10,0,0,4,Ja,6,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,3.501 Euro bis 4.000 Euro,5,0,0,0,0,
1178,3993607443760,männlich,35,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,7,0,5,1,0,7,0,1,Ja,2,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,mehr als 5.000 Euro,7,0,0,0,0,
695,3484911627520,männlich,25,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Ja,Ja,4,0,0,0,0,1,1,1,Ja,5,0,0,0,0,0,0,5,0,Flexibilität,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.001 Euro bis 2.500 Euro,5,0,0,0,0,
1147,3993930603360,männlich,36,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,4,0,1,0,0,0,0,1,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,5,0,0,0,0,
743,3829878379920,männlich,67,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Ja,1,0,1,5,0,0,0,3,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Abitur,Hausmann / Hausfrau,1.001 Euro bis 1.500 Euro,6,0,0,0,0,
832,3692634659200,männlich,45,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,10,0,2,0,2,30,0,4,Nein,4,0,0,0,0,15,20,0,0,Mobilität,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,2.501 Euro bis 3.000 Euro,3,0,0,0,0,
747,3292795075440,männlich,32,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,25,5,10,0,4,0,0,4,Ja,4,0,0,0,0,0,0,9,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,3.501 Euro bis 4.000 Euro,2,0,0,0,0,
752,3774026163680,männlich,57,allein lebend,nein,,quoted,Nein,Nein,0,0,0,0,5,8,0,2,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,
469,3904980331600,weiblich,50,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,5,0,0,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,2,0,0,0,0,
677,3292925979520,weiblich,51,allein lebend UND in einer festen Partnerschaft,nein,,not quoted,Nein,Nein,7,3,0,0,0,0,0,6,Nein,6,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,6,0,0,0,0,
1138,3826963043200,männlich,63,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,10,6,1,0,0,0,0,3,Ja,6,18,0,15,0,0,0,10,0,Atmosphäre,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,4.001 Euro bis 4.500 Euro,5,40,0,0,0,
842,3942224291680,weiblich,55,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,3,2,0,0,0,0,0,2,Ja,3,0,0,11,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Hausmann / Hausfrau,2.501 Euro bis 3.000 Euro,4,0,0,12,0,
1089,3323073275600,weiblich,53,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,15,0,0,0,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Sonstiges,4.501 Euro bis 5.000 Euro,4,0,0,0,0,
1046,3242489003520,männlich,39,allein lebend,nein,,not quoted,Nein,Ja,0,0,0,0,0,30,0,2,Ja,5,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,ohne Beschäftigung,weniger als 500 Euro,7,0,0,0,0,
1152,3856463131280,weiblich,29,allein lebend,nein,,not quoted,Nein,Ja,2,0,1,0,2,0,0,2,Nein,4,0,0,0,0,0,0,10,0,Flexibilität,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,2.001 Euro bis 2.500 Euro,3,0,0,0,0,
677,3729170803200,weiblich,52,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,1,3,1,0,0,0,0,4,Nein,4,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,
854,3267015843520,männlich,61,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,3,0,0,0,0,4,0,2,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,2,0,0,,0,
-1,3421518371520,weiblich,25,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,2,0,0,0,0,0,0,3,Nein,3,0,0,0,0,0,0,12,0,Mobilität,2019-01-30,2019-01-30,2,Abitur,Selbständige/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,
-1,3536314995760,weiblich,41,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,1,0,1,1,0,0,0,3,Ja,5,0,0,0,0,0,4,0,0,Mobilität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,weniger als 500 Euro,3,0,0,0,0,
1109,3891527939600,männlich,70,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,3,5,5,25,0,25,0,2,Nein,6,0,0,0,0,12,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Hausmann / Hausfrau,1.001 Euro bis 1.500 Euro,7,0,0,0,0,
616,3727406155440,männlich,49,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,0,1,1,0,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,
1402,3744850899680,weiblich,39,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Ja,20,2,1,2,1,1,1,2,Ja,6,15,,,,,,,,Gewohnheit,2019-01-30,2019-01-30,2,Bachelor,Selbständige/r,4.501 Euro bis 5.000 Euro,7,70,,,,
825,3373654859360,weiblich,24,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,30,0,0,0,10,0,0,2,Ja,4,0,0,0,0,0,0,10,0,Sonstiges,2019-01-30,2019-01-30,2,Abitur,Auszubildende/r,501 Euro bis 1.000 Euro,5,0,0,0,0,
975,3616073459520,weiblich,60,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,3,0,0,0,0,0,0,1,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Hauptschulabschluss,Hausmann / Hausfrau,501 Euro bis 1.000 Euro,4,0,0,0,0,
727,3939329195360,männlich,40,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Ja,7,0,0,0,40,0,0,1,Ja,7,0,0,0,0,0,0,10,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,3.501 Euro bis 4.000 Euro,7,0,0,0,0,
593,3672479115360,männlich,58,allein lebend,ja,1,quoted,Nein,Nein,1,2,0,0,0,0,0,3,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Hauptschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,7,0,0,0,0,
1138,3937863531840,männlich,57,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,30,0,1,0,10,0,0,1,Ja,3,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,2.501 Euro bis 3.000 Euro,2,0,0,0,0,
493,3263773371840,männlich,24,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Ja,Ja,0,2,0,0,0,2,0,7,Nein,4,20,10,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,7,0,0,0,0,
626,3485247723200,männlich,51,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,10,5,0,0,0,1,0,2,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Selbständige/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,
722,3989004227360,weiblich,65,allein lebend UND in einer festen Partnerschaft,ja,1,quoted,Nein,Ja,7,0,0,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Abitur,Hausmann / Hausfrau,501 Euro bis 1.000 Euro,5,0,0,0,0,
960,4016685555920,männlich,51,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,5,1,1,1,1,2,1,1,Ja,7,15,0,24,0,20,10,15,0,Atmosphäre,2019-01-30,2019-01-30,2,Promotion,Angestellte/r,mehr als 5.000 Euro,4,0,0,0,0,
626,3913491827840,weiblich,60,allein lebend,ja,3,quoted,Nein,Nein,1,0,1,1,0,0,0,1,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
1014,3665969851200,weiblich,70,allein lebend,ja,3,quoted,Nein,Nein,0,0,0,0,0,0,0,3,Nein,4,0,0,0,0,0,0,0,0,Flexibilität,2019-01-30,2019-01-30,2,Hauptschulabschluss,Studierende/r,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
951,3341876259760,weiblich,59,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,10,3,0,0,0,0,0,4,Nein,6,25,0,27,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,6,0,0,0,0,
821,3418392203360,weiblich,67,allein lebend UND in einer festen Partnerschaft,ja,2,quoted,Nein,Nein,30,5,0,0,0,0,0,3,Nein,5,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,1.501 Euro bis 2.000 Euro,2,0,0,0,0,
1299,3889406963840,männlich,67,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Ja,1,0,4,0,0,9,0,2,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,ohne Beschäftigung,501 Euro bis 1.000 Euro,4,0,0,0,0,
691,3343002595600,weiblich,52,allein lebend,nein,,quoted,Nein,Ja,5,5,3,0,0,0,0,4,Nein,5,0,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Selbständige/r,3.501 Euro bis 4.000 Euro,4,0,0,0,0,
1098,3328257363200,männlich,50,allein lebend,ja,2,quoted,Nein,Nein,0,0,0,1,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Sonstiges,501 Euro bis 1.000 Euro,4,0,0,0,0,
563,3997897891440,weiblich,61,allein lebend,ja,2,not quoted,Nein,Ja,3,2,0,0,0,0,0,3,Nein,3,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.501 Euro bis 4.000 Euro,7,0,0,0,0,
1548,3426713851920,männlich,58,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,7,6,10,0,10,0,0,2,Nein,6,0,0,0,0,30,0,25,0,Soundqualität,2019-01-30,2019-01-30,2,Hauptschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,3,0,0,0,0,
1459,3894175739440,männlich,25,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,40,0,0,0,6,2,0,1,Ja,3,0,0,0,0,10,0,10,0,Atmosphäre,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,1,120,0,0,0,
1025,3974657371280,männlich,61,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,12,6,6,0,0,1,0,2,Ja,6,60,0,0,0,0,0,0,0,Flexibilität,2019-01-30,2019-01-30,2,Bachelor,Hausmann / Hausfrau,3.001 Euro bis 3.500 Euro,5,0,0,0,0,
1738,3648770835920,weiblich,28,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,25,0,1,1,0,0,0,6,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Sonstiges,2.501 Euro bis 3.000 Euro,4,0,0,15,0,
786,3904980299280,männlich,56,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Nein,2,0,0,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Selbständige/r,1.501 Euro bis 2.000 Euro,2,0,0,0,0,
646,3667497019680,männlich,47,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,15,5,2,0,0,0,0,2,Ja,4,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Fachhochschulreife,Sonstiges,1.001 Euro bis 1.500 Euro,2,0,0,0,0,
1297,3404973771600,weiblich,64,allein lebend,ja,3,quoted,Nein,Nein,7,10,0,0,0,28,0,2,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Hausmann / Hausfrau,501 Euro bis 1.000 Euro,3,0,0,0,0,
1003,3652038371760,männlich,53,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,4,10,2,0,0,0,0,1,Ja,6,20,0,0,0,20,10,0,0,Soundqualität,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Selbständige/r,2.501 Euro bis 3.000 Euro,7,20,0,0,0,
1002,3902909427600,männlich,50,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,10,5,1,0,3,3,0,1,Nein,5,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Abitur,Selbständige/r,mehr als 5.000 Euro,5,0,0,0,0,
762,3489135835360,männlich,67,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,7,3,0,0,0,0,0,7,Nein,6,50,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,7,110,0,0,0,
1373,3650659867200,weiblich,51,allein lebend,ja,4,quoted,Nein,Nein,2,0,2,0,1,0,0,2,Nein,5,0,0,,0,0,0,10,0,Mobilität,2019-01-30,2019-01-30,2,Hauptschulabschluss,Sonstiges,501 Euro bis 1.000 Euro,4,0,0,0,0,
1272,3890248099920,weiblich,62,allein lebend,ja,1,quoted,Nein,Nein,30,0,2,0,0,0,0,1,Ja,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Hauptschulabschluss,ohne Beschäftigung,501 Euro bis 1.000 Euro,3,0,0,0,0,
890,3483514587440,weiblich,17,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,2,2,0,2,0,0,0,4,Nein,1,0,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Auszubildende/r,501 Euro bis 1.000 Euro,7,0,0,0,0,
1012,3986210987520,weiblich,65,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Nein,1,0,0,0,0,0,0,4,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Sonstiges,4.001 Euro bis 4.500 Euro,5,0,0,0,0,
1496,3813114763520,weiblich,21,allein lebend,nein,,quoted,Nein,Ja,1,0,0,7,0,0,0,1,Ja,2,0,0,0,,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Abitur,Studierende/r,501 Euro bis 1.000 Euro,3,0,0,0,0,
811,3972970259200,männlich,51,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Nein,1,2,1,1,1,2,2,5,Ja,4,5,0,0,0,10,5,5,1,Gewohnheit,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,4,20,0,0,0,
942,3534532491200,männlich,27,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Ja,2,0,15,0,0,1,3,4,Ja,5,0,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,2.501 Euro bis 3.000 Euro,6,0,0,80,0,
1558,3326037851840,männlich,57,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Ja,3,3,2,2,0,1,0,7,Ja,7,31,,,,,,,,Atmosphäre,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,2.001 Euro bis 2.500 Euro,5,,,,,
791,3484758931680,weiblich,19,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Ja,1,1,4,0,4,0,0,2,Nein,3,7,0,0,0,0,0,10,0,Gewohnheit,2019-01-30,2019-01-30,2,Abitur,Studierende/r,weniger als 500 Euro,2,0,0,0,0,
1042,3483157451440,weiblich,51,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,3,0,0,0,0,0,0,4,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Hausmann / Hausfrau,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
685,3455229763680,männlich,61,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,2,3,0,0,0,0,0,2,Nein,4,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Selbständige/r,4.001 Euro bis 4.500 Euro,4,0,0,0,0,
1016,3454697307840,weiblich,61,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,24,8,0,0,0,0,3,6,Nein,4,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,501 Euro bis 1.000 Euro,7,0,0,0,0,
957,3662615859360,männlich,62,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Ja,20,2,14,0,0,1,0,2,Nein,5,15,0,0,0,0,5,0,0,Soundqualität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,3.501 Euro bis 4.000 Euro,4,0,0,0,0,
913,3775178363600,männlich,59,in einer festen Partnerschaft zusammenlebend,ja,5,quoted,Nein,Nein,45,2,0,0,0,2,0,2,Nein,5,0,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.001 Euro bis 3.500 Euro,3,0,0,0,0,
